ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Sold individually?,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,MnM Content Source,MnM Child Category Ids,MnM Child Items (JSON-encoded),MnM Minimum Container Size,MnM Maximum Container Size,MnM Per-Item Pricing,MnM Packing Mode,MnM Weight Cumulative,MnM Per-Item Discount,MnM Layout Override,MnM Layout,MnM Add to Cart Form Location,Brands,Bundled Items (JSON-encoded),Min Bundle Size,Max Bundle Size,Bundle Contents Virtual,Bundle Aggregate Weight,Bundle Layout,Bundle Group Mode,Bundle Cart Editing,Bundle Sold Individually,Bundle Form Location,Bundle Sells,Bundle Sells Title,Bundle Sells Discount
\nJoin us for the Graston Technique® Essential Training, a comprehensive workshop designed to introduce healthcare professionals to the Graston Technique® (GT) therapy, a leading instrument-assisted soft tissue mobilization (IASTM) technique. This full-day training will provide hands-on learning and education on the foundational principles and practices of GT, enabling participants to enhance their clinical skills and improve patient outcomes.
\n
\n<strong>What to Expect</strong>
\n<ul>
\n 	<li><strong>Foundational Training:</strong> Gain in-depth knowledge of the Graston Technique® therapy principles, instrument application, and treatment protocols.</li>
\n 	<li><strong>Hands-On Experience:</strong> Practice using the GT instruments in a supervised setting with direct feedback from an expert instructor.</li>
\n 	<li><strong>Clinical Applications:</strong> Learn how to integrate GT therapy into your practice to treat a wide variety of musculoskeletal conditions effectively.</li>
\n</ul>
\n<strong>Why Attend?</strong>
\n<ul>
\n 	<li>Earn <strong>12 CEUs</strong> upon completion.</li>
\n 	<li>Equip yourself with the latest techniques in instrument-assisted soft tissue mobilization.</li>
\n 	<li>Network with fellow healthcare professionals and expand your professional connections.</li>
\n</ul>
\n<strong>Registration Details</strong>
\n<ul>
\n 	<li>
\n<ul>
\n 	<li><strong>Fee:</strong> $650</li>
\n</ul>
\n</li>
\n</ul>
\n<strong>Includes:</strong> Access to online pre-course material, live group training sessions, GT instruments for use during the event, and a certificate of completion.",,,taxable,,1,0,650,"Essential Training > ESS In-Person, Essential Training",,,https://grastontechnique.com/wp-content/uploads/2024/10/EssIP_genPic.webp,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,

27398232,simple,,,"Essential Training - Portland, OR (Nov 08, 2025)",1,0,visible,,"<strong>Date:</strong> Nov 08, 2025
\n
\n<strong>Time: </strong>08:00 am - 06:00 pm
\n<strong>Location:</strong> Portland, OR
\n<strong>Instructor:</strong> Michael Dillon
\n
\n<strong>Earn 12 CEUs</strong>
\n
\n<strong>Event Overview</strong>
\n
\nJoin us for the Graston Technique® Essential Training, a comprehensive workshop designed to introduce healthcare professionals to the Graston Technique® (GT) therapy, a leading instrument-assisted soft tissue mobilization (IASTM) technique. This full-day training will provide hands-on learning and education on the foundational principles and practices of GT, enabling participants to enhance their clinical skills and improve patient outcomes.
\n
\n<strong>What to Expect</strong>
\n<ul>
\n 	<li><strong>Foundational Training:</strong> Gain in-depth knowledge of the Graston Technique® therapy principles, instrument application, and treatment protocols.</li>
\n 	<li><strong>Hands-On Experience:</strong> Practice using the GT instruments in a supervised setting with direct feedback from an expert instructor.</li>
\n 	<li><strong>Clinical Applications:</strong> Learn how to integrate GT therapy into your practice to treat a wide variety of musculoskeletal conditions effectively.</li>
\n</ul>
\n<strong>Why Attend?</strong>
\n<ul>
\n 	<li>Earn <strong>12 CEUs</strong> upon completion.</li>
\n 	<li>Equip yourself with the latest techniques in instrument-assisted soft tissue mobilization.</li>
\n 	<li>Network with fellow healthcare professionals and expand your professional connections.</li>
\n</ul>
\n<strong>Registration Details</strong>
\n<ul>
\n 	<li>
\n<ul>
\n 	<li><strong>Fee:</strong> $650</li>
\n</ul>
\n</li>
\n</ul>
\n<strong>Includes:</strong> Access to online pre-course material, live group training sessions, GT instruments for use during the event, and a certificate of completion.",,,taxable,,1,0,650,"Essential Training > ESS In-Person, Essential Training",,,https://grastontechnique.com/wp-content/uploads/2024/10/EssIP_genPic.webp,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,

27398267,simple,,,"Essential Training - Bloomington, IN (Dec 11, 2025)",1,0,visible,,"<p><strong>Date:</strong> Dec 11, 2025</p><p><strong>Time:&nbsp;</strong>08:00 am - 06:00 pm<br><strong>Location:</strong> Bloomington, IN<br><strong>Instructor:</strong> Mike Ploski</p><p><strong>Earn 12 CEUs</strong></p><p><strong>Event Overview</strong></p><p>Join us for the Graston Technique® Essential Training, a comprehensive workshop designed to introduce healthcare professionals to the Graston Technique® (GT) therapy, a leading instrument-assisted soft tissue mobilization (IASTM) technique. This full-day training will provide hands-on learning and education on the foundational principles and practices of GT, enabling participants to enhance their clinical skills and improve patient outcomes.</p><p><strong>What to Expect</strong></p><ul><li><strong>Foundational Training:</strong> Gain in-depth knowledge of the Graston Technique® therapy principles, instrument application, and treatment protocols.</li><li><strong>Hands-On Experience:</strong> Practice using the GT instruments in a supervised setting with direct feedback from an expert instructor.</li><li><strong>Clinical Applications:</strong> Learn how to integrate GT therapy into your practice to treat a wide variety of musculoskeletal conditions effectively.</li></ul><p><strong>Why Attend?</strong></p><ul><li>Earn <strong>12 CEUs</strong> upon completion.</li><li>Equip yourself with the latest techniques in instrument-assisted soft tissue mobilization.</li><li>Network with fellow healthcare professionals and expand your professional connections.</li></ul><p><strong>Registration Details</strong></p><ul><li><br><ul><li><strong>Fee:</strong> $650</li></ul></li></ul><p><strong>Includes:</strong> Access to online pre-course material, live group training sessions, GT instruments for use during the event, and a certificate of completion.</p>",,,taxable,,1,0,650,"Essential Training > ESS In-Person, Essential Training",,,https://grastontechnique.com/wp-content/uploads/2024/10/EssIP_genPic.webp,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,

27398568,"simple, virtual",,,"Advanced Virtual Training - (Sep 20, 2025)",1,0,visible,,"<strong>Event Details: </strong>
\n<ul>
\n 	<li><strong>First Day:</strong> Sept 20, 2025</li>
\n 	<li><strong>Time: </strong>11:00 am - 04:00 pm</li>
\n 	<li><strong>Second Day: </strong>Sept 21, 2025</li>
\n 	<li><strong>Time: </strong>11:00 am - 04:00 pm</li>
\n 	<li><strong>Format:</strong> 3-hour self-paced pre-course + live virtual sessions</li>
\n 	<li><strong>Platform: </strong>Zoom
\n<strong>Instructor:</strong> Mike Ploski</li>
\n</ul>
\n<ul>
\n 	<li><strong>CEUs:</strong> 14 Continuing Education Units</li>
\n</ul>
\n<strong>Event Overview</strong>
\n
\nTake your expertise in the Graston Technique® to the next level with our Advanced Training session. This intensive course is designed for practitioners who have already completed the Essential Training and are looking to deepen their understanding and refine their skills in instrument-assisted soft tissue mobilization (IASTM).
\n
\nThis advanced training will explore more complex clinical applications of the Graston Technique®, providing participants with the knowledge and skills to handle more challenging cases and achieve better patient outcomes.
\n
\n<strong>Why Attend This Advanced Training?</strong>
\n<ul>
\n 	<li><strong>Flexible Learning:</strong> Start with a self-paced pre-course and continue with live sessions tailored to your schedule.</li>
\n 	<li><strong>Professional Growth:</strong> Expand your clinical skills and earn valuable CEUs.</li>
\n 	<li><strong>Expert Guidance:</strong> Learn directly from Michael Racette, a leading authority in the field of soft tissue mobilization.</li>
\n</ul>
\n<strong>How to Register:</strong>
\n
\nAdvance your clinical practice and skills with this comprehensive advanced training session. <strong>Register Now</strong> to secure your spot.
\n
\nFor more information or any questions, please contact us at <em>info@grastontechnique.com</em>.
\n
\n<strong>Don’t miss this opportunity to elevate your expertise in the Graston Technique® and provide even better care for your patients!</strong>",,,taxable,,1,0,695,"Advanced Training > ADV Virtual, Advanced Training, advanced-online-training",,,https://grastontechnique.com/wp-content/uploads/2024/08/Advanced_Virtual_Training2.webp,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,

27398734,simple,,,"Essential Training - Calgary, AB (Nov 15, 2025)",1,0,visible,,"<p><strong>Date:</strong> Nov 15, 2025</p><p><strong>Time:&nbsp;</strong>08:00 am - 06:00 pm<br><strong>Location:</strong> Calgary, AB<br><strong>Instructor:</strong> John Dang</p><p><strong>Earn 12 CEUs</strong></p><p><strong>Event Overview</strong></p><p>Join us for the Graston Technique® Essential Training, a comprehensive workshop designed to introduce healthcare professionals to the Graston Technique® (GT) therapy, a leading instrument-assisted soft tissue mobilization (IASTM) technique. This full-day training will provide hands-on learning and education on the foundational principles and practices of GT, enabling participants to enhance their clinical skills and improve patient outcomes.</p><p><strong>What to Expect</strong></p><ul><li><strong>Foundational Training:</strong> Gain in-depth knowledge of the Graston Technique® therapy principles, instrument application, and treatment protocols.</li><li><strong>Hands-On Experience:</strong> Practice using the GT instruments in a supervised setting with direct feedback from an expert instructor.</li><li><strong>Clinical Applications:</strong> Learn how to integrate GT therapy into your practice to treat a wide variety of musculoskeletal conditions effectively.</li></ul><p><strong>Why Attend?</strong></p><ul><li>Earn <strong>12 CEUs</strong> upon completion.</li><li>Equip yourself with the latest techniques in instrument-assisted soft tissue mobilization.</li><li>Network with fellow healthcare professionals and expand your professional connections.</li></ul><p><strong>Registration Details</strong></p><ul><li><br><ul><li><strong>Fee:</strong> $650</li></ul></li></ul><p><strong>Includes:</strong> Access to online pre-course material, live group training sessions, GT instruments for use during the event, and a certificate of completion.</p>",,,taxable,,1,0,650,"Essential Training > ESS In-Person, Essential Training",,,https://grastontechnique.com/wp-content/uploads/2024/10/EssIP_genPic.webp,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,

27398821,simple,,,"Essential Virtual Training - (Oct 11, 2025)",1,0,visible,,"<p><strong>Event Details:</strong></p><ul><li><strong>First Day:</strong> Oct 11, 2025</li><li><strong>Time: 11:00 am - 03:30 pm</strong></li><li><strong>Second Day: Oct 12, 2025</strong></li><li><strong>Time: 11:00 am</strong> - 03:30 pm</li><li><strong>Format:</strong> 3-hour self-paced pre-course + live virtual sessions</li><li><strong>Platform:</strong> Zoom</li><li><strong>Instructor:</strong> Greg Kelley</li><li><strong>CEUs:</strong> 12 Continuing Education Units</li></ul><p><strong>Join Our Comprehensive Graston Technique Virtual Training and Earn 12 CEUs!</strong></p><p>Elevate your professional skills with our Essential Virtual Training on Oct 11, 2025. This flexible program begins with a 3-hour self-paced pre-course, allowing you to learn the fundamentals at your convenience. Following the pre-course, join live group sessions hosted on Zoom by renowned instructor Greg Kelley, an expert in the Graston Technique (GT).</p><p><strong>Course Highlights:</strong></p><ul><li><strong>Hands-On Lab Sessions:</strong> Experience practical training covering key body areas, such as the knee, hip, spine, shoulder, and more.</li><li><strong>Expert-Led Instruction:</strong> Gain in-depth knowledge and skills with guidance from Greg Kelley, ensuring mastery in instrument-assisted soft tissue mobilization (IASTM).</li><li><strong>Earn 12 CEUs:</strong> This course qualifies for 12 Continuing Education Units (CEUs), helping you meet your professional development goals while enhancing patient outcomes.</li></ul><p><strong>Why Attend This Training?</strong></p><ul><li><strong>Flexible Learning:</strong> Start with a self-paced pre-course and continue with live sessions tailored to your schedule.</li><li><strong>Professional Growth:</strong> Expand your clinical skills and earn valuable CEUs.</li><li><strong>Expert Guidance:</strong> Learn directly from Greg Kelley, a leading authority in the field of soft tissue mobilization.</li></ul><p><strong>&nbsp;Secure your spot in the Essential Virtual Training and take your practice to the next level.</strong></p><p>This training is perfect for healthcare professionals looking to deepen their expertise in the Graston Technique and enhance patient care. Don’t miss this opportunity to advance your skills and achieve your certification with 12 CEUs!</p>",,,taxable,,1,0,650,"Essential Training > ESS Virtual Training, Essential Training",,,https://grastontechnique.com/wp-content/uploads/2024/08/Essential_Virtual_Training.webp,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,

27398885,simple,,,"Essential Training - Duncan, SC (Sep 13, 2025)",1,0,visible,,"<p><strong>Date:</strong> Sep 13, 2025</p><p><strong>Time:&nbsp;</strong>08:30 am - 05:00 pm<br><strong>Location:</strong> Duncan, SC<br><strong>Instructor:</strong> Ashli Linkhorn</p><p><strong>Earn 12 CEUs</strong></p><p><strong>Event Overview</strong></p><p>Join us for the Graston Technique® Essential Training, a comprehensive workshop designed to introduce healthcare professionals to the Graston Technique® (GT) therapy, a leading instrument-assisted soft tissue mobilization (IASTM) technique. This full-day training will provide hands-on learning and education on the foundational principles and practices of GT, enabling participants to enhance their clinical skills and improve patient outcomes.</p><p><strong>What to Expect</strong></p><ul><li><strong>Foundational Training:</strong> Gain in-depth knowledge of the Graston Technique® therapy principles, instrument application, and treatment protocols.</li><li><strong>Hands-On Experience:</strong> Practice using the GT instruments in a supervised setting with direct feedback from an expert instructor.</li><li><strong>Clinical Applications:</strong> Learn how to integrate GT therapy into your practice to treat a wide variety of musculoskeletal conditions effectively.</li></ul><p><strong>Why Attend?</strong></p><ul><li>Earn <strong>12 CEUs</strong> upon completion.</li><li>Equip yourself with the latest techniques in instrument-assisted soft tissue mobilization.</li><li>Network with fellow healthcare professionals and expand your professional connections.</li></ul><p><strong>Registration Details</strong></p><ul><li><br><ul><li><strong>Fee:</strong> $650</li></ul></li></ul><p><strong>Includes:</strong> Access to online pre-course material, live group training sessions, GT instruments for use during the event, and a certificate of completion.</p>",,,taxable,,1,0,650,"Essential Training > ESS In-Person, Essential Training",,,https://grastontechnique.com/wp-content/uploads/2024/10/EssIP_genPic.webp,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,

27398957,simple,,,"Essential Training - Sabetha, KS (Nov 01, 2025)",1,0,visible,,"<p><strong>Date:</strong> Nov 01, 2025</p><p><strong>Time:&nbsp;</strong>08:00 am - 06:00 pm<br><strong>Location:</strong> Sabetha, KS<br><strong>Instructor:</strong> Mike Ploski</p><p><strong>Earn 12 CEUs</strong></p><p><strong>Event Overview</strong></p><p>Join us for the Graston Technique® Essential Training, a comprehensive workshop designed to introduce healthcare professionals to the Graston Technique® (GT) therapy, a leading instrument-assisted soft tissue mobilization (IASTM) technique. This full-day training will provide hands-on learning and education on the foundational principles and practices of GT, enabling participants to enhance their clinical skills and improve patient outcomes.</p><p><strong>What to Expect</strong></p><ul><li><strong>Foundational Training:</strong> Gain in-depth knowledge of the Graston Technique® therapy principles, instrument application, and treatment protocols.</li><li><strong>Hands-On Experience:</strong> Practice using the GT instruments in a supervised setting with direct feedback from an expert instructor.</li><li><strong>Clinical Applications:</strong> Learn how to integrate GT therapy into your practice to treat a wide variety of musculoskeletal conditions effectively.</li></ul><p><strong>Why Attend?</strong></p><ul><li>Earn <strong>12 CEUs</strong> upon completion.</li><li>Equip yourself with the latest techniques in instrument-assisted soft tissue mobilization.</li><li>Network with fellow healthcare professionals and expand your professional connections.</li></ul><p><strong>Registration Details</strong></p><ul><li><br><ul><li><strong>Fee:</strong> $650</li></ul></li></ul><p><strong>Includes:</strong> Access to online pre-course material, live group training sessions, GT instruments for use during the event, and a certificate of completion.</p>",,,taxable,,1,0,650,"Essential Training > ESS In-Person, Essential Training",,,https://grastontechnique.com/wp-content/uploads/2024/10/EssIP_genPic.webp,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,

